photo_id,building_id,unit_id,photo_type,photo_url,caption,source_url,source_last_checked
photo_97,haus25,haus25-h25_5217,floorplan,https://verisresidential.com/wp-content/uploads/apartment-images/Veris_H25_Floorplan_A2.png,Haus25 H25-5217 floorplan,https://verisresidential.com/apartments/h25-5217/,2026-05-28
photo_98,haus25,haus25-h25_4913,floorplan,https://verisresidential.com/wp-content/uploads/apartment-images/Veris_H25_Floorplan_S4.png,Haus25 H25-4913 floorplan,https://verisresidential.com/apartments/h25-4913/,2026-05-28
photo_99,haus25,haus25-h25_5015,floorplan,https://verisresidential.com/wp-content/uploads/apartment-images/Veris_H25_Floorplan_B7.png,Haus25 H25-5015 floorplan,https://verisresidential.com/apartments/h25-5015/,2026-05-28
photo_6,hayden,,building_primary,https://rockrose.com/wp-content/uploads/2019/05/Hayden-24-FurnishedModel04-DiningArea.jpg,Hayden primary image,https://rockrose.com/building/hayden/,2026-05-28
photo_11,linc_lic,,building_primary,https://rockrose.com/wp-content/uploads/2023/09/Linc_Roof-Deck_Jacob-Snavely-IF_07-2019-683x1024.jpg,Linc LIC primary image,https://rockrose.com/building/linc-lic/,2026-05-28
photo_9,lyra,,building_primary,https://rockrose.com/wp-content/uploads/2022/09/DDP_1906-1024x679.jpg,Lyra primary image,https://rockrose.com/building/lyra/,2026-05-28
photo_12,miramar,,building_primary,https://rentmiramar.com/wp-content/uploads/2025/04/social-image.jpg,Miramar primary image,https://rentmiramar.com/availability/,2026-05-28
photo_13,miramar,miramar-817s,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/19640174_UNIT-817S.jpg,Miramar unit 817S floorplan,https://rentmiramar.com/availability/,2026-05-28
photo_14,miramar,miramar-1108s,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/215655704_UNIT-1108S-1208S.jpg,Miramar unit 1108S floorplan,https://rentmiramar.com/availability/,2026-05-28
photo_15,miramar,miramar-1201n,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/333275792_UNIT-301N_-_1201N.jpg,Miramar unit 1201N floorplan,https://rentmiramar.com/availability/,2026-05-28
photo_16,miramar,miramar-1500n,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/153287145_UNIT-900N_-_1500N.jpg,Miramar unit 1500N floorplan,https://rentmiramar.com/availability/,2026-05-28
photo_17,miramar,miramar-1204n,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/320062277_UNIT-1204N.jpg,Miramar unit 1204N floorplan,https://rentmiramar.com/availability/,2026-05-28
photo_18,miramar,miramar-1806e,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/91460607_UNIT-1606E_-_1806E.jpg,Miramar unit 1806E floorplan,https://rentmiramar.com/availability/,2026-05-28
photo_19,miramar,miramar-1209n,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/329753413_UNIT-1209N.jpg,Miramar unit 1209N floorplan,https://rentmiramar.com/availability/,2026-05-28
photo_20,miramar,miramar-1702e,floorplan,https://rentmiramar.com/wp-content/uploads/2026/04/366495883_UNIT-1602E_-_1802E.jpg,Miramar unit 1702E floorplan,https://rentmiramar.com/availability/,2026-05-28
