poi_id,building_id,building_name,poi_type,name,address,distance_meters,lat,lng,google_place_id,rating,user_rating_count,primary_type,source,source_url,source_last_checked,last_updated_at,source_name,updated_by,internal_notes
777_6th_avenue_apartments_grocery_3,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,Sunac Fancy Food,"765 6th Ave, New York, NY 10010, USA",60,40.7445942,-73.9917877,ChIJta4Ej6VZwokRLECXxLn6GHs,4.2,649,deli,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_grocery_4,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,7-Eleven,"800 6th Ave, New York, NY 10001, USA",80,40.7455269,-73.9906645,ChIJ-0Qxvo1ZwokReIAU4YX1xdI,2.3,55,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_grocery_5,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,Sixth Ave Garden Gourmet Deli,"801 6th Ave A, New York, NY 10001, USA",89,40.7457518,-73.9909895,ChIJs33TkaVZwokR5F7p5c2E4I0,4.8,1084,deli,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_grocery_6,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,Gourmet Bay Spirits Inc,"745 6th Ave, New York, NY 10010, USA",133,40.7440351,-73.9922633,ChIJw4sx_qRZwokRFJiwvvo5mJM,,,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_grocery_7,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,TYTime,"112 W 25th St Floor 38 & 39, New York, NY 10001, USA",140,40.7443203,-73.9926957,ChIJdXFfo8VZwokRoyEgeIUZg2Y,,,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_grocery_8,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,CVS,"750 6th Ave, New York, NY 10010, USA",145,40.7437466,-73.9918389,ChIJ80s8AKVZwokRAuLuDsAyjrQ,3.3,216,drugstore,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_grocery_9,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,Medors Biotech LLC,"1133 Broadway, New York, NY 10010, USA",210,40.7437839,-73.9893618,ChIJs5Cx1KVZwokRE6Qh9DjFWXY,,,,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_grocery_10,777_6th_avenue_apartments,777 6th Avenue Apartments,grocery,7 By 7 Translation Market Group,"1170 Broadway, New York, NY 10001, USA",235,40.7449462,-73.9884935,ChIJV1rJC6ZZwokRz2GKJxceB4I,,,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_1,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,Gregorys Coffee,"775 6th Ave, New York, NY 10001, USA",24,40.7450090,-73.9915697,ChIJY6q6vqxZwokR3X1qxq3EWkU,4.1,384,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_2,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,IndiCo Coffee Co.,"769 6th Ave, New York, NY 10001, USA",43,40.7447842,-73.9917210,ChIJm977xR5ZwokR1IlUEsz8laE,4.4,131,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_3,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,Starbucks Coffee Company,"The Capitol At, 776 6th Ave, New York, NY 10001, USA",43,40.7452100,-73.9908700,ChIJqxpOlqVZwokRSwmhZdfPLl4,3.9,223,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_4,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,Bodega,"86 W 26th St, New York, NY 10010, USA",47,40.7445622,-73.9913011,ChIJK2tXHgBZwokRNxlYQo1kbkE,,,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_5,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,7-Eleven,"800 6th Ave, New York, NY 10001, USA",80,40.7455269,-73.9906645,ChIJ-0Qxvo1ZwokReIAU4YX1xdI,2.3,55,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_6,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,Patent Coffee,"49 W 27th St, New York, NY 10001, USA",93,40.7452234,-73.9902283,ChIJo7aE7KVZwokRTFQSEMeHNhM,4.4,197,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_7,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,Luckin Coffee,"800 6th Ave, New York, NY 10001, USA",96,40.7456659,-73.9905921,ChIJM4fINABZwokRZ0qc__CHT3A,4.2,310,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_8,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,The Brownstone Social,"109 W 25th St, New York, NY 10001, USA",102,40.7445733,-73.9923784,ChIJ0ZMNPzlZwokRrYjntORHHkA,,,association_or_organization,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_coffee_9,777_6th_avenue_apartments,777 6th Avenue Apartments,coffee,McDonald's,"809 6th Ave, New York, NY 10001, USA",121,40.7460246,-73.9908921,ChIJz7g82KtZwokRsXU0FMeLpmU,3.9,2198,fast_food_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_subway_1,777_6th_avenue_apartments,777 6th Avenue Apartments,subway,28 St,"New York, NY 10001, USA",218,40.7452998,-73.9887365,ChIJqyFLBqZZwokR1R1t0SaNv_I,4,65,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
777_6th_avenue_apartments_subway_2,777_6th_avenue_apartments,777 6th Avenue Apartments,subway,23 St,"New York, NY 10010, USA",288,40.7427175,-73.9929568,ChIJX67S7KRZwokRbXbOAqxiyaY,3.9,173,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_1,95_wall,95 Wall,restaurant,Schmett Sizzling Steaks,"95 Wall St, New York, NY 10005, USA",25,40.7047955,-74.0076151,ChIJNzUomTVbwokRqziiasB61wA,,,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_2,95_wall,95 Wall,restaurant,Starbucks Coffee Company,"99 Wall St, New York, NY 10005, USA",32,40.7048100,-74.0072300,ChIJmxcFEBZawokRssqAzUb-j7k,3.8,488,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_3,95_wall,95 Wall,restaurant,NEW YORK BEST HALAL FOOD,"95 Wall St, New York, NY 10005, USA",50,40.7050309,-74.0073381,ChIJRRlpP_dbwokRLHC4YttUCMg,4.6,175,halal_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_4,95_wall,95 Wall,restaurant,Centric Bar & Grill,"75 Wall St APT 20I, New York, NY 10007, USA",73,40.7050420,-74.0081177,ChIJk5qxFw1bwokRZGFSY7tD778,4,5,bar,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_5,95_wall,95 Wall,restaurant,Tacos Cholula Food Truck,"75 Wall St, New York, NY 10005, USA",78,40.7051691,-74.0080240,ChIJhbwGJq1bwokRNYY028AkfIA,4.4,16,mexican_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_6,95_wall,95 Wall,restaurant,Bagel Market,"110 Wall St, New York, NY 10005, USA",82,40.7048749,-74.0065836,ChIJzb6WZQBbwokRr09rf0Qt_gQ,4.8,168,bagel_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_7,95_wall,95 Wall,restaurant,Ambizza Cafe (Breakfast/Lunch Food Truck),"77 Water St, New York, NY 10005, USA",83,40.7041508,-74.0082737,ChIJ363hDgBbwokRdgoSkxeqSRk,4.4,7,mediterranean_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_8,95_wall,95 Wall,restaurant,NAYA,"75 Wall St, New York, NY 10005, USA",85,40.7053407,-74.0077277,ChIJUxgw7wxbwokRMVL70Pq7na0,4.4,84,middle_eastern_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_9,95_wall,95 Wall,restaurant,Westville Wall Street,"110 Wall St, New York, NY 10005, USA",93,40.7048442,-74.0064313,ChIJNa5r9j1awokR7V0YcDbff0o,4.5,1385,american_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_restaurant_10,95_wall,95 Wall,restaurant,La Marchande,"88 Wall St, New York, NY 10005, USA",97,40.7054649,-74.0076406,ChIJm9CaESpbwokRSQJK-LcLILg,4.3,233,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_1,95_wall,95 Wall,grocery,Duane Reade,"95 Wall St, New York, NY 10005, USA",37,40.7049254,-74.0073757,ChIJYTwCEhZawokRKjiYNeSE5cE,2.8,65,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_2,95_wall,95 Wall,grocery,Best Sicily Bottega,"85 Beaver St, New York, NY 10005, USA",140,40.7054168,-74.0087406,ChIJATp7v95bwokRkvO0TnWh_qU,4.8,312,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_3,95_wall,95 Wall,grocery,Josie Green's Marketplace,"55 Water St, New York, NY 10041, USA",185,40.7033226,-74.0088962,ChIJgeVpXHNbwokRS7PZfBCeTw0,1,2,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_4,95_wall,95 Wall,grocery,City Acres Market,"70 Pine St, New York, NY 10270, USA",195,40.7063470,-74.0073462,ChIJd0SndOZbwokR5KltaCBjOcU,4.2,784,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_5,95_wall,95 Wall,grocery,NYC convenience (maiden lane),"100 Maiden Ln, New York, NY 10038, USA",232,40.7066745,-74.0071976,ChIJu25z8A9bwokRAw6xrvfJazU,4.6,9,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_6,95_wall,95 Wall,grocery,NYC Convenience,"40 Water St, New York, NY 10004, USA",262,40.7035338,-74.0102506,ChIJw1zkyORbwokRrZLRy-PkvfE,3.5,21,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_7,95_wall,95 Wall,grocery,Rise and shine convenience store,"Wall St, New York, NY 10004, USA",263,40.7063848,-74.0095198,ChIJd3nnEWxbwokRSKu73v238SU,1,2,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_8,95_wall,95 Wall,grocery,NYC convenience,"40 Exchange Pl, New York, NY 10005, USA",266,40.7057236,-74.0102663,ChIJ_1Cm_1tbwokRWe5fDcctKbI,5,21,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_grocery_9,95_wall,95 Wall,grocery,Duane Reade,"67 Broad St, New York, NY 10004, USA",338,40.7048836,-74.0114694,ChIJo4ffphZawokR_OuUVH_-OsI,3,80,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_1,95_wall,95 Wall,coffee,Starbucks Coffee Company,"99 Wall St, New York, NY 10005, USA",32,40.7048100,-74.0072300,ChIJmxcFEBZawokRssqAzUb-j7k,3.8,488,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_2,95_wall,95 Wall,coffee,کافه پوریا,"99 Wall St #4330, New York, NY 10005, USA",40,40.7049069,-74.0072365,ChIJdRcXAgBbwokRTnLvfwlayac,,,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_3,95_wall,95 Wall,coffee,Bagel Market,"110 Wall St, New York, NY 10005, USA",82,40.7048749,-74.0065836,ChIJzb6WZQBbwokRr09rf0Qt_gQ,4.8,168,bagel_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_4,95_wall,95 Wall,coffee,Ora's Market,"110 Wall St, New York, NY 10005, USA",97,40.7049123,-74.0064032,ChIJQf3-nORbwokR5zETGZxNlIo,4.9,19,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_5,95_wall,95 Wall,coffee,LENWICH,"10 Hanover Square, New York, NY 10005, USA",115,40.7048093,-74.0088201,ChIJnVNUeBZawokR6cnhe7_o7PQ,4.1,246,sandwich_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_6,95_wall,95 Wall,coffee,CBXT,"10 Hanover Square, New York, NY 10005, USA",128,40.7044536,-74.0089913,ChIJnVNUeBZawokRWw06mlwrXJ4,4.4,9,health,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_7,95_wall,95 Wall,coffee,Starbucks Coffee Company,"110 Pearl St, New York, NY 10005, USA",138,40.7046000,-74.0091200,ChIJQW9VeBZawokRXXEkUzWfmiQ,3.7,335,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_8,95_wall,95 Wall,coffee,Best Sicily Bottega,"85 Beaver St, New York, NY 10005, USA",140,40.7054168,-74.0087406,ChIJATp7v95bwokRkvO0TnWh_qU,4.8,312,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_9,95_wall,95 Wall,coffee,JOE & THE JUICE,"67 Wall St, New York, NY 10005, USA",152,40.7057099,-74.0085244,ChIJLwbpaRZawokRKM1sp6QXOjE,3.6,579,juice_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_coffee_10,95_wall,95 Wall,coffee,La Colombe Coffee Workshop,"67 Wall St, New York, NY 10005, USA",152,40.7057099,-74.0085244,ChIJMwm7aRZawokR9y8LTeJddIc,4.5,595,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_subway_1,95_wall,95 Wall,subway,Wall St,"New York, NY 10038, USA",260,40.7064014,-74.0094509,ChIJBzCfVBZawokR6_Qcq-KQA28,4.1,142,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
95_wall_subway_2,95_wall,95 Wall,subway,Broad St,"New York, NY 10005, USA",369,40.7063239,-74.0112208,ChIJXy7mwhZawokRC_tiZTQds28,4,95,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_1,columbus_square,Columbus Square,restaurant,Market Sandwich,"808 Columbus Ave, New York, NY 10025, USA",1,40.7946801,-73.9666433,ChIJ14YWU2j3wokRp9Ttk_YXARo,,,sandwich_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_2,columbus_square,Columbus Square,restaurant,Ezra’s Falafel - Supra Factor NYC,"808 Columbus Ave, New York, NY 10025, USA",1,40.7946801,-73.9666433,ChIJQUbUITr3wokRxaeqNVwxE6Y,4.9,12,middle_eastern_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_3,columbus_square,Columbus Square,restaurant,Kikka Sushi,"808 Columbus Ave, New York, NY 10025, USA",1,40.7946801,-73.9666433,ChIJFSLUSjz3wokRafZnlm2KwD8,,,sushi_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_4,columbus_square,Columbus Square,restaurant,Bareburger,"795 Columbus Ave, New York, NY 10025, USA",56,40.7943486,-73.9661413,ChIJR_guvub3wokRjWAoezsdVi0,4.8,3880,hamburger_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_5,columbus_square,Columbus Square,restaurant,Chick-fil-A,"795 Columbus Ave, New York, NY 10025, USA",66,40.7943251,-73.9660162,ChIJpQ1bFAD3wokRkAm0BARfnHA,4.2,122,fast_food_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_6,columbus_square,Columbus Square,restaurant,Chipotle Mexican Grill,"805 Columbus Ave, New York, NY 10025, USA",78,40.7949232,-73.9657893,ChIJ3WxY0ib2wokRyZ8BebsIIG0,3.9,532,mexican_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_7,columbus_square,Columbus Square,restaurant,Market Plate,"808 Columbus Ave, New York, NY 10025, USA",87,40.7939667,-73.9671163,ChIJgXy70Sb2wokRYTWw4aQPE9c,5,4,american_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_8,columbus_square,Columbus Square,restaurant,Baya Bar - Acai & Smoothie Shop,"775 Columbus Ave d, New York, NY 10025, USA",101,40.7937662,-73.9665194,ChIJqyuCcQD3wokRpzn_DuC5nUg,4.7,87,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_9,columbus_square,Columbus Square,restaurant,Starbucks Coffee Company,"805 Columbus Ave, New York, NY 10025, USA",114,40.7952300,-73.9655200,ChIJkUFYzCb2wokRqX17UTyDQPs,3.7,595,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_restaurant_10,columbus_square,Columbus Square,restaurant,JAMROCK JERK,"775 Columbus Ave, New York, NY 10025, USA",126,40.7935401,-73.9667946,ChIJC9ie2t_3wokRit-ANbhoDAQ,3.8,87,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_1,columbus_square,Columbus Square,grocery,Target Grocery,"795 Columbus Ave, New York, NY 10025, USA",70,40.7944461,-73.9658766,ChIJEUkGRSD3wokRsFfFctSLxVk,3.7,9,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_2,columbus_square,Columbus Square,grocery,Whole Foods Market,"808 Columbus Ave, New York, NY 10025, USA",87,40.7939667,-73.9671163,ChIJ-6ZxFif2wokRaRaETTJc_9Q,4.2,2957,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_3,columbus_square,Columbus Square,grocery,Felo Deli Corporation,"23 W 100th St, New York, NY 10025, USA",233,40.7948097,-73.9638955,ChIJk1xQHyH2wokRpxS5p6gTcWg,4.4,90,deli,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_4,columbus_square,Columbus Square,grocery,7-Eleven,"801 Amsterdam Ave, New York, NY 10025, USA",246,40.7964539,-73.9683902,ChIJzbPOWyb2wokR6FO7x5ezBbc,2.5,90,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_5,columbus_square,Columbus Square,grocery,Smoke Convenience,"20 Manhattan Ave, New York, NY 10025, USA",258,40.7953295,-73.9637190,ChIJ48rKFSH2wokRSc8XxlSawD4,3.7,3,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_6,columbus_square,Columbus Square,grocery,Associated Supermarket / Pizza Hut,"13 15 W 100th St, New York, NY 10025, USA",268,40.7946027,-73.9634696,ChIJfXL5GyH2wokREZJGwUpnzjk,4.1,167,supermarket,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_7,columbus_square,Columbus Square,grocery,CVS,"743 Amsterdam Ave, New York, NY 10025, USA",280,40.7941719,-73.9699172,ChIJ180qwCf2wokRClPtGDyFji4,2.8,357,drugstore,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_8,columbus_square,Columbus Square,grocery,Key Food Supermarkets,"733 Amsterdam Ave, New York, NY 10025, USA",325,40.7935939,-73.9702445,ChIJucAzxif2wokRCjzR46Fk3JE,3.9,620,supermarket,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_9,columbus_square,Columbus Square,grocery,2618 Grocery,"Q2WH+HW5, 2618 Broadway, New York, NY 10025, USA",352,40.7963493,-73.9701970,ChIJJeQuFib2wokR3bAzGy1K4cY,4.5,2,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_grocery_10,columbus_square,Columbus Square,grocery,Gigi Convenience,"New York, NY 10025, USA",356,40.7963623,-73.9702496,ChIJ52K2PSb2wokR91lvjYJXlbY,4,1,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_1,columbus_square,Columbus Square,coffee,WFM Coffee Bar,"808 Columbus Ave, New York, NY 10025, USA",87,40.7939441,-73.9670282,ChIJvxcSIQb3wokRVbWrgdR-5xE,2,1,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_2,columbus_square,Columbus Square,coffee,Westside Grill,"808 Columbus Ave, New York, NY 10025, USA",87,40.7939670,-73.9671160,ChIJNyIdFSf2wokRfRwZJlYvHyg,4.4,28,coffee_stand,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_3,columbus_square,Columbus Square,coffee,arf cafe,"784 Columbus Ave, New York, NY 10025, USA",89,40.7942183,-73.9675296,ChIJdzpdZ_v3wokR_Gnta_v5XQY,,,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_4,columbus_square,Columbus Square,coffee,Starbucks Coffee Company,"805 Columbus Ave, New York, NY 10025, USA",114,40.7952300,-73.9655200,ChIJkUFYzCb2wokRqX17UTyDQPs,3.7,595,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_5,columbus_square,Columbus Square,coffee,Birch Coffee,"750 Columbus Ave, New York, NY 10025, USA",168,40.7933370,-73.9675870,ChIJVQZ5bif2wokRdOKgFt-pfL4,4.3,767,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_6,columbus_square,Columbus Square,coffee,7-Eleven,"801 Amsterdam Ave, New York, NY 10025, USA",246,40.7964539,-73.9683902,ChIJzbPOWyb2wokR6FO7x5ezBbc,2.5,90,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_7,columbus_square,Columbus Square,coffee,Sipsteria UWS,"774 Amsterdam Ave, New York, NY 10025, USA",275,40.7953810,-73.9697790,ChIJ43E6GQD3wokR4ZEVh1g7wbo,4.8,250,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_8,columbus_square,Columbus Square,coffee,Dunkin',"730 Columbus Ave, New York, NY 10025, USA",278,40.7924442,-73.9681688,ChIJ10yifCf2wokRu4Xkx2tDvcE,3.7,223,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_9,columbus_square,Columbus Square,coffee,PlantShed,"723 Amsterdam Ave, New York, NY 10025, USA",345,40.7935518,-73.9704750,ChIJUWPo2Cf2wokRi0jGZKfO2fU,4.2,334,florist,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_coffee_10,columbus_square,Columbus Square,coffee,Dunkin',"2600 Broadway, New York, NY 10025, USA",347,40.7959470,-73.9704190,ChIJDzShU873wokR8lYdcz_zHx0,2.5,84,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_subway_1,columbus_square,Columbus Square,subway,96 St,"New York, NY 10025, USA",371,40.7916790,-73.9646990,ChIJ87a7BJ5YwokR4TLbUoQMB1s,4,60,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
columbus_square_subway_2,columbus_square,Columbus Square,subway,103 St,"New York, NY 10025, USA",458,40.7962859,-73.9616480,ChIJ09npjiH2wokRzC2gUYsgmpQ,3.7,48,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
eagle_lofts_restaurant_1,eagle_lofts,Eagle Lofts,restaurant,HALAL EXPRESS,"43-15 Queens St, Long Island City, NY 11101, USA",69,40.7474380,-73.9390710,ChIJ40oEXypZwokRbGnou0Aivbw,,,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
eagle_lofts_restaurant_2,eagle_lofts,Eagle Lofts,restaurant,Jax Pizza Joint,"27-20 Jackson Ave, Long Island City, NY 11101, USA",86,40.7475643,-73.9403218,ChIJ-QaVTQpZwokR-ZEQ5kXrWAM,4.4,188,pizza_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
eagle_lofts_restaurant_3,eagle_lofts,Eagle Lofts,restaurant,Side Hustle,"43-01 Dutch Kills St, Long Island City, NY 11101, USA",88,40.7475624,-73.9403473,ChIJrTF1P09ZwokR2Q_NT58anQ4,4.7,47,gastropub,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
eagle_lofts_restaurant_4,eagle_lofts,Eagle Lofts,restaurant,Troppo Stretto,"27-24 Jackson Ave, Long Island City, NY 11101, USA",88,40.7476605,-73.9401840,ChIJwfMHJzBZwokRI5XqqjDofik,4.9,59,sandwich_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
