poi_id,building_id,building_name,poi_type,name,address,distance_meters,lat,lng,google_place_id,rating,user_rating_count,primary_type,source,source_url,source_last_checked,last_updated_at,source_name,updated_by,internal_notes
newport_rentals_restaurant_1,newport_rentals,Newport Rentals,restaurant,The Bistro - Eat. Drink. Connect.®,"540 Washington Blvd, Jersey City, NJ 07310, USA",37,40.7275756,-74.0339074,ChIJq3yNJlRXwokRRs6nm2FEPuo,4.2,9,bistro,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_2,newport_rentals,Newport Rentals,restaurant,Chef Tan,"558 Washington Blvd, Jersey City, NJ 07310, USA",63,40.7283668,-74.0342187,ChIJIRY4Tp1XwokRC4bmWkW9LxA,4.3,1438,chinese_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_3,newport_rentals,Newport Rentals,restaurant,Paris Baguette,"564 Washington Blvd, Jersey City, NJ 07310, USA",86,40.7286134,-74.0341810,ChIJvaQfLl5XwokR6eXdgQiCYwE,3.6,51,bakery,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_4,newport_rentals,Newport Rentals,restaurant,Here Sports Arena,"Holland Tunnel, Jersey City, NJ 07576, USA",89,40.7279126,-74.0327439,ChIJR-mnw-5XwokRNQWNQofn6C0,,,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_5,newport_rentals,Newport Rentals,restaurant,Menya Sandaime,"570 Washington Blvd, Jersey City, NJ 07310, USA",93,40.7286557,-74.0342608,ChIJIaqCllZXwokR0bdLlBSqnqY,4,488,asian_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_6,newport_rentals,Newport Rentals,restaurant,"Dorrian's Jersey City Restaurant (Comedy Club, Sports Bar, Event Space)","555 Washington Blvd, Jersey City, NJ 07310, USA",94,40.7280858,-74.0348921,ChIJu6c9oVZXwokRneA6qyqQlKQ,4.2,937,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_7,newport_rentals,Newport Rentals,restaurant,Restaurant Yuan 小花园,"537 Washington Blvd, Jersey City, NJ 07310, USA",103,40.7275675,-74.0349374,ChIJEUJZ-ChXwokRogz3upBeNwo,4.5,426,chinese_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_8,newport_rentals,Newport Rentals,restaurant,Così,"535 Washington Blvd, Jersey City, NJ 07310, USA",107,40.7274624,-74.0349278,ChIJlUrWHVRXwokRM5wKHgClnbc,4.1,412,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_9,newport_rentals,Newport Rentals,restaurant,The North Bowl-Acai and Smoothies,"100 Town Square Pl, Jersey City, NJ 07310, USA",115,40.7269179,-74.0333795,ChIJIU3LOidZwokRFLf9Y_G24wg,4.5,214,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_restaurant_10,newport_rentals,Newport Rentals,restaurant,NAYA,"525 Washington Blvd # 600, Jersey City, NJ 07310, USA",136,40.7272821,-74.0351909,ChIJVzAjYgBXwokROfmdAguSSKI,3.9,54,lebanese_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_grocery_1,newport_rentals,Newport Rentals,grocery,TesoLife,"560 Washington Blvd, Jersey City, NJ 07310, USA",71,40.7284888,-74.0341302,ChIJ0_2eXQBXwokR5twCVydA1u8,4.9,79,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_grocery_2,newport_rentals,Newport Rentals,grocery,K & P Newstand Inc,"Newport Tower, 545 Washington Blvd, Jersey City, NJ 07310, USA",114,40.7276530,-74.0351132,ChIJ1WvEP1RXwokRCw1N7ry1g6U,1.3,6,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_grocery_3,newport_rentals,Newport Rentals,grocery,Fresca Gourmet,"115 Town Square Pl, Jersey City, NJ 07310, USA",164,40.7264278,-74.0338739,ChIJP6A6P1RXwokRQME4jThRTao,3.6,69,deli,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_grocery_4,newport_rentals,Newport Rentals,grocery,Duane Reade,"52 River Dr S, Jersey City, NJ 07310, USA",171,40.7281427,-74.0317978,ChIJk2nha1ZXwokRMlf179oameo,3.2,131,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_grocery_5,newport_rentals,Newport Rentals,grocery,MORTON WILLIAMS SUPERMARKETS,"105 River Dr S, Jersey City, NJ 07310, USA",236,40.7297245,-74.0323762,ChIJhT_zRVZXwokRGXxdWtapxz0,3.9,1155,supermarket,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_grocery_6,newport_rentals,Newport Rentals,grocery,STREET CORNER CONVENIENCE STORE,"Above Cheesecake Factory, 30 Mall Dr W, Jersey City, NJ 07310, USA",372,40.7268406,-74.0379931,ChIJr9ky0VNXwokRdZhT06FpL5A,4.5,17,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_1,newport_rentals,Newport Rentals,coffee,Paris Baguette,"564 Washington Blvd, Jersey City, NJ 07310, USA",86,40.7286134,-74.0341810,ChIJvaQfLl5XwokR6eXdgQiCYwE,3.6,51,bakery,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_2,newport_rentals,Newport Rentals,coffee,Starbucks Coffee Company,"575 Washington Blvd, Jersey City, NJ 07310, USA",108,40.7285400,-74.0347600,ChIJx1PihgpXwokRAeEGs3HM_AM,3.8,23,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_3,newport_rentals,Newport Rentals,coffee,Broth and fire fresh rice noodles,"97 Town Square Pl, Jersey City, NJ 07310, USA",182,40.7263541,-74.0330791,ChIJDcovFgBXwokRa9ADoedorBM,,,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_4,newport_rentals,Newport Rentals,coffee,Starbucks Coffee Company,"111 Town Square Pl, Jersey City, NJ 07310, USA",185,40.7263100,-74.0331500,ChIJ018DSVRXwokRcqtZ-szPnIE,4,1134,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_5,newport_rentals,Newport Rentals,coffee,Gregorys Coffee,"525 Washington Blvd, Jersey City, NJ 07310, USA",190,40.7269336,-74.0356625,ChIJKVc3c1RXwokRNuTgNz_MND0,4.1,652,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_6,newport_rentals,Newport Rentals,coffee,Buongiorno Gelateria d’italia 1972,"Newport Office Center, 525 Washington Blvd Floor 1, Jersey City, NJ 07310, USA",203,40.7265128,-74.0353572,ChIJdyApsSBXwokRHlwM_LeFENs,4.4,256,ice_cream_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_7,newport_rentals,Newport Rentals,coffee,Roast'd Coffee - Jersey City,"10 River Dr S, Jersey City, NJ 07310, USA",209,40.7265778,-74.0320349,ChIJk8T4AQhXwokRSpoC8JsbrMk,4.7,221,coffee_roastery,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_8,newport_rentals,Newport Rentals,coffee,Dunkin',"30 Mall Dr W, Jersey City, NJ 07310, USA",254,40.7269376,-74.0365400,ChIJ_XBxzVNXwokRKBdIK0AvtEE,3.5,208,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_9,newport_rentals,Newport Rentals,coffee,Dosa Spot,"30 Mall Dr W Level 2, Jersey City, NJ 07310, USA",274,40.7270337,-74.0368414,ChIJ9xXjK91XwokRU1pIpTEcxis,4.2,919,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
newport_rentals_coffee_10,newport_rentals,Newport Rentals,coffee,Panera Bread,"30 Mall Dr W, Jersey City, NJ 07310, USA",354,40.7267628,-74.0377235,ChIJ03TdtVNXwokRHH41GpNnlcQ,3.8,878,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_1,ocean,Ocean,restaurant,Inatteso Pizzabar,"28 Little W St, New York, NY 10004, USA",86,40.7060556,-74.0172087,ChIJb1ng8xFawokRLcG2ng6A3Uk,4.3,723,italian_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_2,ocean,Ocean,restaurant,Terravita Downtown,"Terravita Downtown, 17 Battery Pl, New York, NY 10004, USA",119,40.7050738,-74.0156201,ChIJi3A9SVtbwokRR4CkaQHZyk4,4.8,145,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_3,ocean,Ocean,restaurant,Inatteso Cafe,"38 Little W St, New York, NY 10004, USA",125,40.7064252,-74.0169031,ChIJ-14Y8hFawokRAxpOV3qCC0o,4.3,198,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_4,ocean,Ocean,restaurant,Lox Cafe,"36 Battery Pl, New York, NY 10280, USA",163,40.7061650,-74.0185682,ChIJ5ZvEAw5awokR3Otot5JKNdU,4.6,137,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_5,ocean,Ocean,restaurant,West Bank Gourmet Deli in Battery Park,"21 West St, New York, NY 10004, USA",166,40.7063636,-74.0156170,ChIJq0kJVBBawokRHvPhHRwHcFk,4.5,185,deli,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_6,ocean,Ocean,restaurant,Abdullha,"11 Greenwich St, New York, NY 10004, USA",202,40.7053112,-74.0146015,ChIJjdGaMABbwokRbg1D4OzNPLM,,,american_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_7,ocean,Ocean,restaurant,Hom Hom Dog,"1 Broadway, New York, NY 10004, USA",214,40.7049658,-74.0144968,ChIJf5NFLhNbwokRm4Uo4pOOL0U,5,2,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_8,ocean,Ocean,restaurant,Subway,"11 Broadway Unit #155, New York, NY 10004, USA",250,40.7051201,-74.0140463,ChIJFdlGXhFawokR7lPqXwaGirc,3.7,389,sandwich_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_9,ocean,Ocean,restaurant,Blarney Stone,"11 Trinity Pl, New York, NY 10006, USA",293,40.7063523,-74.0138086,ChIJWUf6PBFawokRifmCHSgp17w,4.1,385,bar,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_restaurant_10,ocean,Ocean,restaurant,Nathan's Famous,"New York, NY 10004, USA",309,40.7038704,-74.0138541,ChIJd1YvYgBbwokR5eX6Vn3JNA4,2.8,18,hot_dog_stand,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_1,ocean,Ocean,grocery,Nathan’s,"37 Battery Pl, New York, NY 10280, USA",45,40.7054444,-74.0174974,ChIJtZ9yRgBbwokR5sPYk5nZ2j0,,,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_2,ocean,Ocean,grocery,West Bank Gourmet Deli in Battery Park,"21 West St, New York, NY 10004, USA",166,40.7063636,-74.0156170,ChIJq0kJVBBawokRHvPhHRwHcFk,4.5,185,deli,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_3,ocean,Ocean,grocery,Battery Place Market Corp,"77 Battery Pl, New York, NY 10280, USA",209,40.7071835,-74.0170512,ChIJ-coSxhFawokReySQi9GiEdY,4.1,168,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_4,ocean,Ocean,grocery,MarDona Speciality Foods,"70 Battery Pl #104, New York, NY 10280, USA",244,40.7074532,-74.0175773,ChIJqYAJ2xFawokRfFs0oI_fLa8,4.8,4,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_5,ocean,Ocean,grocery,Battery Park Convenience,"98 Battery Pl, New York, NY 10280, USA",283,40.7078473,-74.0171134,ChIJP5bLHfVbwokRz7G_QWPgssw,4.5,25,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_6,ocean,Ocean,grocery,Duane Reade,"37 Broadway, New York, NY 10006, USA",340,40.7062881,-74.0131854,ChIJkwTvRxFawokRJfrZ-jo99ZY,2.8,118,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_7,ocean,Ocean,grocery,Metropolitan Lobby Store Inc,"2 Broadway, New York, NY 10004, USA",341,40.7045399,-74.0130866,ChIJrwwc5RNawokRVSW0TfB7YIk,4,1,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_8,ocean,Ocean,grocery,Gotham Bites Gourmet & Deli,"2 Broadway, New York, NY 10004, USA",347,40.7045516,-74.0130060,ChIJC1cU7MJbwokRTKwoDEOnzEI,4.2,5,grocery_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_9,ocean,Ocean,grocery,Stallardo's Headlines & Snacks,"42 Broadway, New York, NY 10004, USA",349,40.7059925,-74.0129610,ChIJW3SfUQBbwokRl4x_bKquUds,5,1,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_grocery_10,ocean,Ocean,grocery,7-Eleven,"82 Greenwich St, New York, NY 10006, USA",371,40.7076413,-74.0138703,ChIJ33x4yPpbwokRJsmLeBaP8Vg,3.5,92,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_1,ocean,Ocean,coffee,Inatteso Cafe,"38 Little W St, New York, NY 10004, USA",125,40.7064252,-74.0169031,ChIJ-14Y8hFawokRAxpOV3qCC0o,4.3,198,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_2,ocean,Ocean,coffee,Lox Cafe,"36 Battery Pl, New York, NY 10280, USA",163,40.7061650,-74.0185682,ChIJ5ZvEAw5awokR3Otot5JKNdU,4.6,137,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_3,ocean,Ocean,coffee,Animanga 2020,"25 Broadway, New York, NY 10004, USA",257,40.7055953,-74.0139712,ChIJQcyILodbwokR1Nc3km4VCrk,,,association_or_organization,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_4,ocean,Ocean,coffee,Jack Rockwell Coffee,"25 Broadway, New York, NY 10004, USA",261,40.7057809,-74.0139724,ChIJVVUVaBFawokR0M0TpSFZJTA,,,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_5,ocean,Ocean,coffee,Pixie Scout Canteen,"PX2M+PR, New York, NY 10004, USA",326,40.7024297,-74.0162176,ChIJ43cjAv9bwokRn4BpiNS7irg,3.8,22,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_6,ocean,Ocean,coffee,Starbucks Coffee Company,"1 Battery Pl, New York, NY 10004, USA",331,40.7032839,-74.0141190,ChIJR4q4lhNawokRlXuf3R_uwv0,3.7,1124,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_7,ocean,Ocean,coffee,Starbucks Coffee Company,"2 Broadway, New York, NY 10004, USA",343,40.7046700,-74.0130200,ChIJbza3-hNawokRdv01g6UhHgg,4.1,549,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_8,ocean,Ocean,coffee,Stir Cafe,"32 Broadway ste 1, New York, NY 10004, USA",345,40.7058715,-74.0129819,ChIJJU1Oi8hbwokRoM6DncbDVY0,1,1,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_9,ocean,Ocean,coffee,Gregorys Coffee,"42 Broadway, New York, NY 10004, USA",349,40.7059925,-74.0129610,ChIJi4ejSRFawokRzGyNxb9rFHk,4.1,436,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_coffee_10,ocean,Ocean,coffee,Ateaz Cafe,"71 Greenwich St, New York, NY 10006, USA",354,40.7073148,-74.0137428,ChIJ6Rdrc0FbwokRUwLgPMIX4b4,4.5,226,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_subway_1,ocean,Ocean,subway,Bowling Green,"New York, NY 10004, USA",246,40.7045170,-74.0142670,ChIJKXQp3BNawokR6gUmnJXw58c,4.3,158,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_subway_2,ocean,Ocean,subway,Rector St,"New York, NY 10006, USA",412,40.7079730,-74.0136110,ChIJmXsV2BBawokRKRW4simy9As,4.1,78,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
ocean_subway_3,ocean,Ocean,subway,South Ferry,"New York, NY 10004, USA",476,40.7020208,-74.0133728,ChIJf7ZpaBNawokRroUHoA0MiU8,4.4,224,subway_station,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_1,portside_towers_apartments,Portside Towers Apartments,restaurant,Bobwhite Counter,"150 Warren St, Jersey City, NJ 07302, USA",133,40.7123225,-74.0398399,ChIJN5aJDSdRwokRYvp9FA96GX4,4.5,869,chicken_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_2,portside_towers_apartments,Portside Towers Apartments,restaurant,White Star Warren St,"179 Warren St, Jersey City, NJ 07302, USA",168,40.7132447,-74.0399900,ChIJJS0zaaVQwokRDFB0XJjV6Jc,4.4,992,american_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_3,portside_towers_apartments,Portside Towers Apartments,restaurant,Lobster Garage,"98 Morris St, Jersey City, NJ 07302, USA",168,40.7139893,-74.0383853,ChIJH2OLMARRwokRbuVV0thv7Rs,4,203,seafood_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_4,portside_towers_apartments,Portside Towers Apartments,restaurant,Perquin,"84 1/2 Morris St, Jersey City, NJ 07302, USA",169,40.7138975,-74.0375400,ChIJR0ANWABRwokRPSnwA3qI760,4.8,193,latin_american_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_5,portside_towers_apartments,Portside Towers Apartments,restaurant,Lighthorse Tavern,"199 Washington St, Jersey City, NJ 07302, USA",170,40.7140131,-74.0382095,ChIJR6nWeq9QwokRpkeN8zc9CJY,4.4,1666,american_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_6,portside_towers_apartments,Portside Towers Apartments,restaurant,sam a.m.,"112 Morris St, Jersey City, NJ 07302, USA",192,40.7141085,-74.0390318,ChIJYy7dg69QwokRvpbe2QXnGu8,4.6,1299,breakfast_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_7,portside_towers_apartments,Portside Towers Apartments,restaurant,62 Secret kitchen 中餐厅·私房菜,"62 Morris St, Jersey City, NJ 07302, USA",207,40.7137898,-74.0365232,ChIJ9xCdEgBRwokRMc2sxLVWR3M,4.8,603,chinese_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_8,portside_towers_apartments,Portside Towers Apartments,restaurant,Satis Bistro,"212 Washington St, Jersey City, NJ 07302, USA",222,40.7144204,-74.0376612,ChIJt5ZvbK9QwokRr6KHcRsaeOc,4.5,1015,bistro,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_9,portside_towers_apartments,Portside Towers Apartments,restaurant,87 Sussex,"87 Sussex St, Jersey City, NJ 07302, USA",223,40.7143807,-74.0374240,ChIJ73UCffxRwokR1nQKiLndL3w,4.6,195,restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_restaurant_10,portside_towers_apartments,Portside Towers Apartments,restaurant,Tino's Artisan Pizza Co.,"199 Warren St, Jersey City, NJ 07302, USA",228,40.7141652,-74.0398183,ChIJdWDWaJNRwokRENfTMqBqAA8,4.6,561,pizza_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_grocery_1,portside_towers_apartments,Portside Towers Apartments,grocery,Lenox Market,"207 Van Vorst St, Jersey City, NJ 07302, USA",345,40.7143937,-74.0415045,ChIJF1zWFPlRwokRjUyDD89oasY,3.8,36,convenience_store,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_grocery_2,portside_towers_apartments,Portside Towers Apartments,grocery,Hudson Greene Market,"77 Hudson St, Jersey City, NJ 07302, USA",392,40.7147812,-74.0347508,ChIJXyL8yKhQwokRXoLtfy0ppY0,4.2,659,supermarket,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_grocery_3,portside_towers_apartments,Portside Towers Apartments,grocery,CVS,"70 Hudson St, Jersey City, NJ 07302, USA",429,40.7147112,-74.0341199,ChIJa0uiQmRRwokR9enIez1gWhU,3,118,drugstore,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_grocery_4,portside_towers_apartments,Portside Towers Apartments,grocery,Downtown Pharmacy,"18 Park, 18 Park View Ave, Jersey City, NJ 07302, USA",481,40.7142275,-74.0435018,ChIJoXBunrpQwokRDvoGwZb2sj0,3.9,78,pharmacy,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_1,portside_towers_apartments,Portside Towers Apartments,coffee,sam a.m.,"112 Morris St, Jersey City, NJ 07302, USA",192,40.7141085,-74.0390318,ChIJYy7dg69QwokRvpbe2QXnGu8,4.6,1299,breakfast_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_2,portside_towers_apartments,Portside Towers Apartments,coffee,One Two Cup Coffee & bagels & sandwiches Vegan & vegetarian & gluten free friendly,"201 Warren St, Jersey City, NJ 07302, USA",233,40.7142546,-74.0397612,ChIJ3VKHqfFRwokRJ2R9aMv_m4s,4.2,147,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_3,portside_towers_apartments,Portside Towers Apartments,coffee,The Collective Brew,"Corner of Van Vorst and Morris, 198 Van Vorst St, Jersey City, NJ 07302, USA",300,40.7139640,-74.0412561,ChIJEdMxG_lRwokRo1oCfYe4SYA,4.9,28,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_4,portside_towers_apartments,Portside Towers Apartments,coffee,Bluestone Lane Jersey City Coffee Shop,"30 Hudson St, Jersey City, NJ 07302, USA",351,40.7134158,-74.0342965,ChIJ9xSS7LFRwokR_Py9jNS0Oqw,4.1,196,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_5,portside_towers_apartments,Portside Towers Apartments,coffee,PrkUp Coffee,"197 Van Vorst St, Jersey City, NJ 07302, USA",355,40.7141677,-74.0418571,ChIJNbNSGQlRwokRpq02u6b3i-g,3.9,69,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_6,portside_towers_apartments,Portside Towers Apartments,coffee,Semicolon Cafe,"77 Hudson St, Jersey City, NJ 07302, USA",359,40.7143510,-74.0348019,ChIJBd69TdZRwokRZFeMWfCAUh4,4.4,740,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_7,portside_towers_apartments,Portside Towers Apartments,coffee,Hudson Greene Market,"77 Hudson St, Jersey City, NJ 07302, USA",392,40.7147812,-74.0347508,ChIJXyL8yKhQwokRXoLtfy0ppY0,4.2,659,supermarket,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_8,portside_towers_apartments,Portside Towers Apartments,coffee,B18 Coffee Kitchen,"18 Park View Ave, Jersey City, NJ 07302, USA",461,40.7142478,-74.0432231,ChIJeRnln7pQwokRTlaBAGdSNiQ,3.9,342,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_9,portside_towers_apartments,Portside Towers Apartments,coffee,Legal Grounds Coffee Co,"170 Grand St, Jersey City, NJ 07302, USA",464,40.7158466,-74.0415315,ChIJR4e82a9QwokR-9PA7whaVaM,4.5,151,cafe,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
portside_towers_apartments_coffee_10,portside_towers_apartments,Portside Towers Apartments,coffee,maman,"70 Hudson St, Jersey City, NJ 07302, USA",471,40.7147173,-74.0335308,ChIJRXtT-eFRwokRyLNaP9IFlAM,4.4,1247,coffee_shop,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
sky_restaurant_1,sky,SKY,restaurant,Halal Food Cart,"605 W 42nd St #18H, New York, NY 10036, USA",38,40.7610574,-73.9983861,ChIJNYZOg01YwokRaIjCJDqYMnc,4,64,halal_restaurant,Google Places API Nearby Search,,2026-06-03,2026-06-03,Google Places API Nearby Search,system_import,
